	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Minpp1	0.173070526187399	-0.000417950451957361	0.363	0.317	1
Wipf2	0.173262591609177	0.00469379574208145	0.188	0.159	1
Pdia6	0.17338140068131	-0.105970029592549	0.905	0.879	1
Ddx39	0.173500231730448	0.0496172099292307	0.674	0.625	1
Mtpap	0.17355762692929	0.00363411846877426	0.39	0.346	1
Acsf2	0.173589221614825	0.0290618790531504	0.123	0.102	1
Tbccd1	0.173779542483554	-0.0634491466218844	0.117	0.137	1
Hist1h2bh	0.174273888284678	0.00290254770887163	0.134	0.111	1
Hikeshi	0.174861227067239	0.0384913836952669	0.579	0.539	1
Dgcr8	0.175076871223294	0.0245073532112575	0.226	0.195	1
Myd88	0.175363958445397	-0.00124737087256233	0.233	0.202	1
Rit1	0.175370462897833	-0.010238288725385	0.229	0.195	1
Slc25a30	0.175461809121439	0.0191876117808294	0.102	0.083	1
Dcxr	0.175680418978559	-0.00787929317300634	0.197	0.165	1
Ppp6r2	0.175829130158502	0.000322442578823801	0.224	0.192	1
Lsm8	0.175887105265693	0.0237049953670312	0.62	0.557	1
Arpp19	0.175966408266635	-0.0642100793110982	0.867	0.844	1
Vps18	0.176237086421896	0.0150948786196388	0.212	0.184	1
Rbsn	0.176317309490625	0.0215526731470007	0.154	0.129	1
Atf1	0.176713580166572	0.00623864500356797	0.494	0.433	1
Rnf121	0.177059463152616	-0.0121021055422445	0.27	0.232	1
Phykpl	0.177092733063351	-0.0103247577667584	0.278	0.242	1
Serhl	0.177287889730771	0.0180598382323737	0.282	0.244	1
Ubqln1	0.17731308365564	-0.0201816666491759	0.417	0.366	1
Hps5	0.177496570593519	-0.0212040904972902	0.239	0.205	1
Ppm1l	0.177628320021463	0.107158889670723	0.289	0.251	1
Cerk	0.177639998668175	-0.00936915531274241	0.387	0.34	1
Anp32a	0.177715120988261	0.0393555291977585	0.914	0.887	1
Tusc3	0.177851644891274	0.0409653828103304	0.428	0.386	1
Dcaf6	0.177938812062961	0.0290160385158272	0.259	0.226	1
Fam8a1	0.178049313598535	0.00752864978884582	0.199	0.172	1
Lrba	0.178089061810531	-0.0700921448542369	0.519	0.53	1
Osbpl11	0.178134612727168	-0.0381252928305697	0.29	0.247	1
4932438A13Rik	0.178175633112894	0.0344202976614241	0.546	0.493	1
Rab43	0.1783993776042	-0.148215540076547	0.28	0.292	1
Tsc22d2	0.178402046366164	0.00501332063194548	0.454	0.404	1
Vps37b	0.178509486434072	-0.10819879365815	0.4	0.404	1
Tmem175	0.178629392379268	0.0213489376138208	0.267	0.235	1
Plin3	0.178678471769956	0.025990999759962	0.382	0.344	1
Ttc17	0.178691248547265	-0.0516353031361547	0.347	0.296	1
Eps15l1	0.178848056712	0.0383017282966293	0.382	0.342	1
Zkscan17	0.178999820434446	-0.00847967313816453	0.139	0.115	1
Tmco6	0.179153847804107	-0.0724577785874921	0.122	0.141	1
Xpr1	0.179502010639071	-0.00185723051043163	0.523	0.464	1
Zfp942	0.179762556209061	0.00676746746039181	0.264	0.23	1
Invs	0.179925783082849	0.050160135212185	0.168	0.145	1
Arfgap1	0.180093482155206	-0.00564772927617924	0.302	0.263	1
Sh3tc1	0.180099501709853	-0.0418140246384509	0.09	0.107	1
Rnf227	0.1801760132394	-0.000307289289180945	0.19	0.161	1
Eif3h	0.180204331761337	-0.047388945260372	0.957	0.946	1
Slain2	0.180360205454835	-0.0315841140903789	0.342	0.301	1
Lrrc8c	0.18037008784157	0.0290308298546211	0.429	0.379	1
Uvssa	0.180476136988195	0.00692538073849078	0.132	0.108	1
Terf1	0.181067413068376	0.0365834680520198	0.526	0.482	1
Carf	0.181159569675426	0.0143688244943925	0.105	0.086	1
Birc3	0.181241639166163	-0.10566369116105	0.262	0.281	1
Agl	0.181431688267743	0.0129485003876326	0.161	0.135	1
Dusp7	0.181464192016103	0.0372487440330304	0.209	0.182	1
Mrpl4	0.181528444902586	-0.0501274028806743	0.538	0.541	1
Cwc25	0.181546884600914	-0.0120022321381107	0.352	0.307	1
Hook1	0.181674230382858	0.000678001424689489	0.256	0.221	1
Nsrp1	0.181956532751561	0.00472018023678777	0.622	0.553	1
Commd3	0.182115991289207	0.0501673315847613	0.732	0.697	1
Asb8	0.182224871066896	0.00388718999239968	0.259	0.223	1
Spout1	0.182463074393007	-0.0104468125945154	0.308	0.264	1
Gpat3	0.182561115602864	-0.00788236202486406	0.132	0.107	1
Rab29	0.182840420097621	0.0130844725775306	0.18	0.155	1
Pfn1	0.183026386372969	-0.0329477681838917	0.975	0.961	1
Smarca4	0.183151073130563	0.0402450279016273	0.672	0.62	1
Pde12	0.18319783620853	0.0214362702338489	0.211	0.18	1
Slc2a1	0.183265204424528	-0.120112494700417	0.389	0.393	1
Zw10	0.183760179129413	0.012956107960918	0.171	0.146	1
Tnfaip1	0.183981072685524	0.00730884096191836	0.128	0.106	1
Aar2	0.184619244546187	0.0114206932509387	0.213	0.186	1
Cyp20a1	0.18463579035027	-0.0249710348963967	0.329	0.287	1
Sept11	0.184653530345166	-0.0726903160596348	0.674	0.677	1
Plekhg5	0.184753158049725	0.0123709370478451	0.104	0.086	1
Med27	0.18497684929228	-0.0242241597725087	0.348	0.302	1
Zfp51	0.185017517062452	0.0132035531302779	0.161	0.135	1
Zfp472	0.18511371420037	-0.0698889412702439	0.243	0.264	1
Bag5	0.185868484337357	0.0411914600861569	0.384	0.352	1
Glipr1	0.186069652542745	0.0183282433554305	0.405	0.358	1
Desi2	0.186201265619858	0.0309761957752808	0.555	0.509	1
Nat2	0.186213183355102	0.0126728107877181	0.174	0.149	1
Pqbp1	0.186244959666384	0.0250488065033052	0.374	0.338	1
Arfip2	0.186294434569381	-0.024012183156499	0.233	0.198	1
Tbc1d15	0.186796960361027	-0.0973935867610651	0.652	0.637	1
Apmap	0.186895331282599	0.0396866261524044	0.274	0.24	1
Pikfyve	0.187107329441639	0.0126785184145868	0.182	0.155	1
Abhd16a	0.187110895365016	0.0554705356014352	0.305	0.275	1
Pi4k2b	0.187134850666559	0.0154373425770034	0.252	0.219	1
Trp53inp2	0.187161900213136	-0.0420963586639541	0.086	0.104	1
H2afj	0.187216856580911	0.071328068060323	0.895	0.875	1
Uspl1	0.18743512752134	-0.0134039225081103	0.299	0.257	1
Galns	0.187552194053198	-0.00179237933347329	0.161	0.136	1
Gk	0.187758662453306	-0.0138683898857648	0.162	0.137	1
Dimt1	0.187766572730493	0.00651161200495459	0.308	0.271	1
Ankrd40	0.18788907232913	0.0204849462333951	0.293	0.259	1
Trim11	0.187931158095104	-0.110094119682817	0.414	0.417	1
Atp6v0a1	0.188003092148371	-0.062504137029331	0.094	0.111	1
Mettl17	0.188046926569502	0.0157214669085844	0.139	0.116	1
Gpbp1l1	0.188219047377351	-0.00141757194242609	0.551	0.498	1
2010001A14Rik	0.188290201041712	0.0186766723564746	0.116	0.097	1
Top1	0.188348190750482	0.0535178175138227	0.955	0.926	1
Aspm	0.188591083408796	-0.0415972634035747	0.123	0.143	1
Ranbp6	0.188629661511645	-0.0129785167409006	0.104	0.085	1
Zfp330	0.189338244031057	0.0242845853156818	0.54	0.484	1
Sufu	0.189669413582249	-0.00785113462863218	0.237	0.205	1
Dennd4c	0.189691286613666	0.0101793434125151	0.243	0.213	1
Taf13	0.189779171143883	-0.0286213265453426	0.353	0.303	1
Arl8b	0.189785253324165	0.0334073154093737	0.534	0.467	1
Utp3	0.18994282864702	0.0338014765506338	0.71	0.651	1
AW549877	0.189955462280953	-0.0108669694950826	0.205	0.174	1
Ap2s1	0.190028034756085	0.0213181679095524	0.759	0.696	1
Rbm7	0.190121666766287	-0.0113148862539404	0.611	0.542	1
Hnrnpul2	0.190163154347018	0.00551055200749673	0.674	0.599	1
Mknk1	0.190192952775171	-0.11947595097375	0.336	0.352	1
Slc39a7	0.190334864965433	-0.00950918408765999	0.403	0.351	1
Ubn2	0.190397658146565	-0.00262376336480474	0.639	0.586	1
Dhcr24	0.190783383342459	0.00953046624137868	0.117	0.098	1
Arhgap6	0.190844865736844	0.00940283974455081	0.302	0.269	1
B3galt4	0.190925252197508	-0.0400210793350809	0.111	0.13	1
Prmt9	0.191271669506879	0.0223863607252026	0.184	0.156	1
Ube2q1	0.19135538793968	0.0342152440525938	0.596	0.544	1
Ppp4r2	0.191454482363376	-0.100194062613541	0.677	0.662	1
Ggh	0.191480822340532	0.0143247488054984	0.158	0.134	1
Txlng	0.191606586972081	0.0240373982670533	0.344	0.306	1
Dnajc3	0.191784127600121	-0.131914547938953	0.73	0.692	1
Trir	0.191802330032695	0.0309263625125016	0.819	0.767	1
Pcnx	0.192037469329401	-0.113503271242133	0.332	0.34	1
Ap2a2	0.192190893568832	0.00383856641130098	0.422	0.371	1
Fam120b	0.192662692080753	-0.026228614295991	0.233	0.199	1
Lin54	0.192759905577185	0.000573255873710321	0.273	0.236	1
Alg5	0.192886781040589	-0.00716872691242909	0.442	0.386	1
Zswim4	0.192939619641255	0.0313463143170436	0.121	0.101	1
Trmt13	0.193133118304718	0.016710545746373	0.282	0.251	1
Ctdp1	0.193379541034935	-0.00724258302643721	0.186	0.156	1
2810402E24Rik	0.193604824504001	0.0186092123540789	0.209	0.179	1
Cd72	0.193621526544968	-0.092981133066492	0.139	0.158	1
Snx25	0.193745051395429	0.0113126253847052	0.227	0.195	1
Rgl1	0.194040669265225	0.0141649937892182	0.459	0.414	1
Spcs2	0.194082908493423	-0.060632841977029	0.943	0.927	1
Ints5	0.1943781241438	0.00616115321903349	0.11	0.091	1
Foxk2	0.194392764262845	0.0246233813024009	0.248	0.219	1
Arrdc1	0.194518412036289	0.0055392279622809	0.34	0.304	1
Higd1a	0.194646270243456	0.0408057966503428	0.671	0.621	1
BC028528	0.194646495096969	0.0124856883579619	0.37	0.327	1
Cnot8	0.194688875851981	-0.100377692901438	0.565	0.55	1
Yipf1	0.194808823559528	-0.00116842349476243	0.536	0.48	1
Dock11	0.194855669561962	0.0329565371405971	0.647	0.575	1
Kdm2a	0.195284045094099	-0.00767496998865957	0.608	0.549	1
Odf2	0.195469236545415	0.0191926711071484	0.348	0.309	1
Gnl3	0.195538043515417	0.0179765815201991	0.7	0.65	1
Snrpb2	0.195897226122698	-0.0131063248114038	0.622	0.562	1
Naa30	0.195961668146691	0.0276059822989068	0.187	0.162	1
Tab1	0.195967467801713	0.00544118725360757	0.156	0.131	1
Cry1	0.196367572477575	-0.133360172465292	0.3	0.307	1
Zfp367	0.196522823184871	-0.148752599363176	0.371	0.385	1
Hist1h2an	0.196745799802289	-0.115107658365049	0.21	0.228	1
Pigm	0.196942520350332	0.0161133775320401	0.139	0.117	1
Morc3	0.197441685687547	-0.103237511655119	0.613	0.605	1
Gm9844	0.197583413634355	-0.000731106268671095	0.139	0.115	1
Tomm70a	0.197634723961894	-0.0145172174196389	0.54	0.478	1
Helb	0.197789942220653	0.044218511170716	0.258	0.23	1
Bloc1s4	0.197827061746407	-0.00627865435522645	0.309	0.27	1
Trim12c	0.197947509649858	0.00540236606437439	0.366	0.325	1
Mtmr4	0.197955458694467	-0.0218973369764248	0.115	0.093	1
Large1	0.197996529217471	-0.129729969506898	0.411	0.416	1
Gtf2h5	0.19806594612648	0.000149377594710565	0.769	0.707	1
Epc2	0.198104846924774	0.0356881687699367	0.52	0.474	1
Kpnb1	0.198109080450328	0.0450715776270887	0.488	0.445	1
Hibadh	0.198519852063453	0.0279438600148627	0.705	0.646	1
Mfn1	0.198528145073655	0.0222067151116294	0.132	0.112	1
Crcp	0.198594727021123	0.0125389692313321	0.333	0.292	1
Zfp944	0.198673344499982	-0.115627419271953	0.181	0.197	1
Dsn1	0.199172417065991	0.00666121136240067	0.222	0.191	1
Fancl	0.199234357452485	-3.12886145805713e-05	0.327	0.291	1
Ly9	0.199400874799881	-0.0962896467369613	0.309	0.321	1
Sac3d1	0.199623864009616	0.00437077606848885	0.237	0.206	1
Lpxn	0.199690284292285	-0.0675559834002666	0.114	0.132	1
Cd274	0.200713933677061	0.0293901227331755	0.121	0.101	1
Ogg1	0.20095736649231	0.00634194471365679	0.105	0.086	1
Osbp	0.201166637796832	-0.0272251230160441	0.31	0.266	1
Baz1a	0.201179752204018	-0.0122506315202193	0.66	0.588	1
Cmtm8	0.201187477883504	0.0238606169232573	0.139	0.118	1
St18	0.201322304616958	-0.155234366209757	0.132	0.15	1
Tpra1	0.201453846519936	0.0152922991337772	0.117	0.098	1
Pir	0.201810570350115	-0.134381544409638	0.229	0.248	1
Mrps2	0.201823846462128	0.0122561202386217	0.126	0.105	1
Tom1l2	0.201905662670875	-0.00636554534348416	0.18	0.155	1
Slc38a9	0.202087327127953	-0.11569425162136	0.443	0.451	1
Ganab	0.202273632718407	-0.0252679623007136	0.352	0.314	1
Mrpl9	0.202295287958661	0.0423705852405742	0.539	0.493	1
Cbfa2t3	0.202513212955065	-0.129883375659402	0.648	0.62	1
E030030I06Rik	0.202775811767187	0.0359317548970675	0.152	0.131	1
Coa6	0.202902447662502	-0.013175366137948	0.379	0.331	1
Srp19	0.203013094271628	0.0454175300770545	0.771	0.729	1
Fam193b	0.203106020646726	0.0193262733701566	0.223	0.195	1
Ankrd49	0.203567145493299	0.0183760922641366	0.376	0.34	1
Hes1	0.203620409993424	0.0898023892299922	0.135	0.115	1
Hcfc1	0.204270334865103	0.0454060785723492	0.423	0.381	1
Naf1	0.204370647299018	0.0215370279182607	0.307	0.271	1
Mrpl41	0.204676084604559	0.031500079037948	0.507	0.466	1
Rab7	0.204912642864009	-0.093103323083825	0.733	0.71	1
Nhej1	0.204970690811335	0.00576008255774366	0.114	0.093	1
Nadk	0.205063638740527	-0.00286706945970794	0.286	0.25	1
Poglut2	0.205310034930096	0.00817302259885927	0.121	0.101	1
Gngt2	0.205357308707915	-0.0752929398812771	0.472	0.489	1
Hist1h3b	0.205366540479867	0.00168356895892957	0.149	0.125	1
Mtss1	0.205485901544409	-0.00886926129728727	0.423	0.376	1
Agps	0.205578684531108	-0.103210286815314	0.544	0.532	1
2410002F23Rik	0.205733333783827	0.0232018523782018	0.353	0.315	1
Taf1	0.205741199269004	-0.00890642971679334	0.435	0.387	1
Slc20a2	0.206548726300296	-0.0981147538249765	0.25	0.266	1
Rmnd5a	0.206696951329994	0.0290202624859235	0.566	0.51	1
Fnip1	0.20675274680688	-0.0923007417708503	0.575	0.567	1
Rc3h1	0.206859468915261	0.0088773344863009	0.629	0.551	1
Ipcef1	0.206938252002271	-0.00281220656012085	0.133	0.111	1
Ghitm	0.206961751589088	0.00304800630670687	0.694	0.621	1
Galnt3	0.207291993444913	-0.0871136646435905	0.104	0.12	1
Ubn1	0.207410724899512	-0.0663808593788533	0.788	0.77	1
Dgka	0.207961724372198	0.03421581138274	0.111	0.093	1
Rnf38	0.208025968400594	-0.00788558262229211	0.339	0.296	1
Mfsd8	0.208127614825388	0.00297152680687318	0.114	0.093	1
Gm26930	0.208453512885683	0.0222108073500068	0.115	0.096	1
Mrps18a	0.208525580664918	0.0153827217417604	0.592	0.537	1
Pelp1	0.208631264540171	-0.00604256391052405	0.269	0.236	1
Zfp410	0.208762809879092	0.00385530561302427	0.271	0.238	1
Prss57	0.208944671567183	-0.0393660527160704	0.108	0.125	1
Sidt2	0.209047739541804	-0.0134323941229871	0.242	0.209	1
Crk	0.210095626317713	0.00918918863211526	0.412	0.368	1
Gsk3b	0.210312940650292	0.0565172751407186	0.717	0.661	1
Fus	0.210353810647233	0.0221517120736765	0.9	0.867	1
Mms19	0.210759423021602	-0.0246528691760409	0.282	0.245	1
Sdhaf3	0.210879081134016	0.00964326634434501	0.186	0.162	1
Wars2	0.211026086828682	-0.11007140250287	0.227	0.246	1
mt-Nd3	0.211102325640689	0.0115740272089906	0.815	0.773	1
Lamtor2	0.211238368280751	0.0455506015233929	0.812	0.777	1
Commd6	0.211305477101065	0.00829724072474325	0.622	0.571	1
Ncapd2	0.211375715972655	0.0101958057049515	0.295	0.263	1
Atad2	0.211651005694553	0.00261326625502845	0.559	0.502	1
Nsdhl	0.21188034760558	-0.089045915312309	0.166	0.18	1
2310009A05Rik	0.212081388950682	0.0379999213803849	0.552	0.508	1
Aldh6a1	0.212135887067965	0.0330044540009431	0.118	0.1	1
Rtn4	0.212203355116809	-0.0671136733924944	0.813	0.784	1
Eno3	0.21246785824894	0.0150116701715386	0.122	0.102	1
Dhx58	0.21272497229272	0.0214611499505394	0.141	0.12	1
Fam43a	0.21320616799956	0.00251930798225442	0.191	0.162	1
Cdc25c	0.213276203805674	0.0121202994419405	0.102	0.084	1
2810001G20Rik	0.213280280955758	-0.00537038279449017	0.169	0.144	1
Pfkp	0.213330981031565	-0.118346431934854	0.316	0.33	1
Slc38a10	0.213599950227941	-0.0131772899219843	0.376	0.33	1
Ambra1	0.213633640707351	-0.0217048888384945	0.547	0.48	1
Crip1	0.213665858005725	0.0411218876069861	0.885	0.884	1
Gpn3	0.213811130808947	0.00922263007977303	0.312	0.275	1
Rasa4	0.213872900623675	-0.067209545157621	0.177	0.195	1
Dusp22	0.214034212438452	-0.0503045977492827	0.239	0.259	1
Desi1	0.21404618453104	0.00426980228265517	0.437	0.383	1
Zfp518a	0.214319169173504	0.0228987873797726	0.203	0.176	1
Cars2	0.214344054551796	-0.0209897386431837	0.293	0.258	1
Tprgl	0.214344680449737	0.0345230128176151	0.577	0.527	1
Slc14a1	0.214364026991018	0.0423603826756175	0.203	0.177	1
Tnks	0.214369088916463	-0.144967595803808	0.493	0.482	1
Stat3	0.214556614079872	0.0794058736180117	0.565	0.519	1
Ell	0.214611310147702	0.0113427950725155	0.188	0.162	1
Ctbp1	0.214891435976059	-0.00607189556469434	0.669	0.625	1
Elmo2	0.214952905136335	0.0062633300892187	0.181	0.156	1
Uimc1	0.214977959684271	0.0229072148243725	0.427	0.386	1
Rb1	0.214998678236351	-0.126695518320182	0.525	0.523	1
Sft2d3	0.215431810335009	-0.00564010785642571	0.25	0.217	1
Mkln1	0.215644105178182	0.0188742857613799	0.664	0.605	1
2610037D02Rik	0.215679861254345	0.000704706793622278	0.19	0.162	1
Ndufa1	0.215864624216499	-0.0680969325095164	0.751	0.742	1
Mmd	0.216068460406029	-0.00934905192397772	0.179	0.153	1
Lpcat2	0.216078161016542	-0.103412504668892	0.198	0.215	1
Rccd1	0.216381873430488	-0.0170220649815551	0.116	0.096	1
Tbcel	0.216543922253873	-0.103967805761076	0.288	0.3	1
Iqsec1	0.216781903824749	-0.012530927520125	0.209	0.179	1
Iars2	0.217026313468226	0.0134740898953126	0.274	0.241	1
Trappc3	0.217055524696378	0.0328708532525341	0.5	0.448	1
Timeless	0.217147405029611	0.0202384729199699	0.384	0.348	1
Zfp217	0.217329836848481	-0.008521762945017	0.227	0.197	1
Hipk1	0.217383407888719	0.00989477949367201	0.459	0.411	1
Rassf5	0.21742999199619	-0.108108921632267	0.417	0.415	1
Ppp1r11	0.217800705720779	0.0175965475444906	0.672	0.596	1
Lrif1	0.217809718994412	-0.00835906943971515	0.27	0.234	1
Haus8	0.217923977250383	-0.0357053004975486	0.336	0.296	1
Eif1ad	0.218020561851641	0.0259026677836243	0.514	0.472	1
Trappc2l	0.218090146983886	0.0271874942204131	0.617	0.561	1
Cenpw	0.218091643287425	0.0311854541768867	0.447	0.408	1
Spag7	0.21821887177258	0.0387679770729147	0.6	0.536	1
Mrpl48	0.218401722543536	0.0273164110674198	0.488	0.444	1
1700021F05Rik	0.218518209996006	0.0128263140940251	0.207	0.182	1
Ints6l	0.218594657666909	-0.029524146114274	0.239	0.208	1
Gfod1	0.218878992415182	-0.117931713035537	0.32	0.334	1
Cntrl	0.218965811123201	-0.0239589400540121	0.607	0.549	1
Isoc1	0.219115874503024	0.0414585868942187	0.424	0.389	1
Cluap1	0.219297326778125	0.000495699766307922	0.432	0.391	1
Lrrc4	0.219367472269416	-0.0675481483739481	0.365	0.329	1
Lamp1	0.21937255848134	-0.0736348992704867	0.823	0.802	1
Spr	0.219625376573701	0.0173194284136763	0.27	0.244	1
2610301B20Rik	0.219668954089156	-0.00574714604430526	0.192	0.166	1
Haus5	0.220017614800508	-0.00565338818034677	0.235	0.201	1
Abhd12	0.220061275818962	0.0167161766433213	0.336	0.299	1
Zfp131	0.220089780545334	-0.0210878120265274	0.519	0.455	1
Slc35e2	0.220223279610201	-0.1239139940344	0.238	0.251	1
Ssr3	0.220353938824553	-0.0866470158547754	0.754	0.715	1
Abcd1	0.221079829957701	-0.114594168135123	0.282	0.293	1
Fam199x	0.221465416512087	-0.00484420698955956	0.102	0.084	1
Crebrf	0.22162345320559	-0.138280019733938	0.655	0.633	1
Dguok	0.221962036371453	0.0425980726191618	0.534	0.488	1
Lztfl1	0.222098419595976	-0.134927917653212	0.675	0.644	1
Rabl6	0.222142022571771	0.00499782147597505	0.515	0.459	1
Wdhd1	0.222380719249571	0.0328582906781616	0.262	0.23	1
Atp1a3	0.222740574880624	0.0181813467433304	0.229	0.203	1
Sertad2	0.223586843339096	-0.024585362913556	0.307	0.272	1
Psme2b	0.223855896281771	-0.0581338976890036	0.085	0.1	1
Ibtk	0.223905083429823	0.0212214621482609	0.319	0.282	1
Apip	0.224489110759855	0.00435985727571619	0.558	0.516	1
Cep41	0.22469129565152	0.0439144594439226	0.141	0.12	1
Zfp280d	0.224938735399966	0.023088881463055	0.739	0.691	1
Btbd3	0.225082754035157	0.00965854512525599	0.169	0.146	1
Tmem80	0.225089770887753	-0.0173113822577065	0.197	0.168	1
Gm12185	0.225169179467053	-0.06787679017031	0.152	0.171	1
Txndc16	0.225942272381435	-0.0872202876015521	0.287	0.303	1
Slc25a32	0.226088958721946	0.0123602030643405	0.121	0.101	1
Bach2	0.226167538391788	-0.203174082577965	0.509	0.517	1
Ndc80	0.226209424632619	0.022155760798832	0.278	0.245	1
Cln5	0.226253766226216	-0.109646178807639	0.288	0.294	1
Zfp101	0.226581014761827	0.0109064654653224	0.153	0.13	1
Zfp322a	0.226726942948091	-0.0551987565868849	0.3	0.257	1
Tlk1	0.226752963859703	0.0252985644293457	0.563	0.509	1
Patl1	0.227002624670577	-0.0158872475374164	0.307	0.269	1
Atp5h	0.227164396829	0.033107982955888	0.947	0.94	1
Tex10	0.227230007985761	-0.0272992076812734	0.506	0.441	1
Lsm12	0.227356733181603	0.048493858314316	0.749	0.695	1
Elovl5	0.227478148717509	-0.0122793187773836	0.406	0.36	1
Entpd1	0.227534707774201	-0.0954248611093618	0.236	0.255	1
Rab3d	0.227646706310409	-0.00279272062956096	0.158	0.134	1
Nsun5	0.227731723542614	0.0169136918356483	0.105	0.088	1
Ddx3x	0.228075870660217	0.00299129777922336	0.536	0.483	1
Chd9	0.228813386222862	0.0270966886466701	0.647	0.586	1
Tango6	0.228853609104973	0.025844196120159	0.14	0.12	1
Hist2h2ac	0.228890901587702	0.0548784417002776	0.36	0.328	1
Sap30l	0.228942334761967	0.0054721239491784	0.403	0.359	1
Zfp143	0.229229626808939	-0.0053645030314447	0.209	0.182	1
Bcdin3d	0.229334013317182	0.0229643187029627	0.148	0.128	1
Clcc1	0.229370788063943	0.00567008269961283	0.286	0.252	1
Rock1	0.229378492158705	-0.0821186376221035	0.896	0.883	1
Rbm10	0.229487728500698	-0.0583940358192052	0.325	0.343	1
Gm26887	0.229735941798897	0.021313186077528	0.103	0.086	1
Ska3	0.229940906392227	0.00493185399744142	0.135	0.114	1
Atp5k	0.230218714955168	0.0335129072449503	0.846	0.807	1
1810013L24Rik	0.230418855147683	0.0193182573567011	0.31	0.275	1
Hist1h4i	0.230897143855482	-0.102915595685798	0.382	0.388	1
Gpatch3	0.232239977414108	-0.0473032724100841	0.1	0.116	1
Ehbp1l1	0.232370582687447	-0.0819884730007327	0.29	0.305	1
Gpd2	0.232424715062241	0.00640784485957302	0.306	0.272	1
Lsm6	0.232569563580594	0.0365460529034878	0.775	0.741	1
Rbm48	0.232769244224904	0.00111712381574791	0.259	0.228	1
Ctso	0.233059505087317	-0.0108642738607757	0.376	0.33	1
Akap10	0.233175462974468	0.024201190143017	0.469	0.424	1
Mlf2	0.233274354100417	0.000296512871914234	0.586	0.542	1
Casc3	0.233410055072337	-0.012838052993715	0.402	0.358	1
Dynlt1a	0.233470360326175	-0.0228961104073526	0.149	0.126	1
Spg20	0.233669561209305	0.0288615806064464	0.154	0.132	1
Slc20a1	0.233677824648175	0.00911512529144382	0.15	0.128	1
Cog6	0.233681752427203	-0.00986883499583624	0.156	0.133	1
Usp18	0.233708635236668	-0.0177878656975114	0.169	0.144	1
Cdkal1	0.233734218047446	0.0435296937884788	0.532	0.491	1
Ndufaf1	0.23374065427842	-0.00405419715236299	0.203	0.177	1
Ascc3	0.233790996496419	-0.111134087750029	0.68	0.65	1
Spaca9	0.234022014666887	-0.0581330739504985	0.201	0.219	1
Hmga1	0.234054340043989	0.0177321833869813	0.568	0.513	1
Sav1	0.234083555526232	0.0105607683459497	0.168	0.145	1
Gla	0.234353086346716	0.00468361350153806	0.2	0.173	1
Ccdc50	0.234369247047531	-0.110090385541614	0.691	0.658	1
Gpatch2	0.234549982347251	-0.00339028705067423	0.274	0.245	1
mt-Cytb	0.234881074460626	-0.00431856167571443	0.999	0.999	1
Stat5a	0.235135642242476	0.00572521974400714	0.15	0.128	1
Wasf2	0.235278888285312	-0.0599024023811343	0.897	0.883	1
Cep192	0.235649145298702	-0.132411116251908	0.523	0.521	1
Snapc5	0.235800430806103	0.00216052903955621	0.472	0.426	1
Capn15	0.235844147664182	-0.0109690913322387	0.241	0.209	1
Platr25	0.236055655680005	0.00203005852102744	0.248	0.22	1
N4bp2l2	0.23608558904006	0.0335389758090192	0.675	0.637	1
Galnt2	0.23636526976351	0.00192985708966287	0.371	0.323	1
Slc25a36	0.236388863543004	0.00806480763219397	0.48	0.436	1
Mgst3	0.236534892346718	-0.00204314070967471	0.358	0.318	1
P2rx4	0.237165315387683	-0.00423706299055299	0.312	0.273	1
Shc1	0.237214985910516	-0.0129409030373358	0.2	0.174	1
Baiap2	0.237258598725653	-0.087181335802943	0.267	0.278	1
Prelid3b	0.237716480651092	0.00972124776577754	0.48	0.432	1
Rpgrip1	0.237738968674577	-0.134239226083256	0.402	0.398	1
Fh1	0.237777296287129	-0.00583798270220748	0.685	0.625	1
Rab35	0.237861920590512	0.0048092860579334	0.322	0.285	1
Gm8797	0.237913081676783	-0.00245411442271215	0.305	0.27	1
Vps8	0.237936092362675	-0.0949396634977592	0.193	0.212	1
Msh6	0.238059823061455	0.00395756024362004	0.334	0.295	1
Armcx2	0.238080148223915	-0.000355320528734299	0.141	0.119	1
Zcchc10	0.238353013418864	-0.00061055776515373	0.297	0.263	1
Mbd4	0.238439467796532	0.00795693384409651	0.244	0.212	1
Uros	0.238455405000773	0.0206016982640463	0.118	0.101	1
Abhd14b	0.23868943660037	-0.0373298820109718	0.1	0.116	1
Tnfrsf1b	0.238708996114068	0.00450455618075282	0.101	0.083	1
Actr5	0.238782205213514	-0.00379357359768506	0.273	0.24	1
Cdk7	0.238826842719209	-0.00286936306285834	0.389	0.347	1
Zbtb11os1	0.239048347281645	0.0098307630526194	0.126	0.107	1
Dtnb	0.239399757255203	-0.015290742858993	0.227	0.197	1
Zcrb1	0.239510157000594	0.0134431875303345	0.748	0.716	1
G6pdx	0.239647549402425	-8.39635243756465e-05	0.127	0.106	1
Ccdc71l	0.239664738410325	-0.0192932320225828	0.2	0.172	1
Pisd	0.239774187776357	-0.00711879896508877	0.212	0.182	1
Ccnb1	0.239821890874753	-0.0714122668863662	0.245	0.213	1
Mcrip1	0.239831012778604	0.0140481309689688	0.697	0.643	1
Gm4013	0.239939297232616	0.0127821338804457	0.147	0.126	1
Wsb2	0.239963762824801	-0.0545127071041746	0.113	0.128	1
Morf4l2	0.240169475445941	-0.0134206854787713	0.774	0.708	1
